Disease,Description,Symptoms,Diet,Medication,workout,Precautions
Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"[('blackheads', 2), ('skin_rash', 3), ('pus_filled_pimples', 2), ('scurring', 2)]","['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']","['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']",Follow medical recommendations,"['drink plenty of water', 'avoid fatty spicy food', 'bath twice', 'avoid too many products']"
Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"[('burning_micturition', 6), ('foul_smell_of urine', 'Not Available'), ('bladder_discomfort', 4), ('continuous_feel_of_urine', 6)]","['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']","['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']",Stay hydrated,"['drink plenty of water', 'increase vitamin c intake', 'take probiotics', 'drink cranberry juice']"
Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"[('burning_micturition', 6), ('foul_smell_of urine', 'Not Available'), ('bladder_discomfort', 4), ('continuous_feel_of_urine', 6)]","['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']","['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']",Consume cranberry products,"['drink plenty of water', 'increase vitamin c intake', 'take probiotics', 'drink cranberry juice']"
Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"[('burning_micturition', 6), ('foul_smell_of urine', 'Not Available'), ('bladder_discomfort', 4), ('continuous_feel_of_urine', 6)]","['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']","['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']",Include vitamin C-rich foods,"['drink plenty of water', 'increase vitamin c intake', 'take probiotics', 'drink cranberry juice']"
Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"[('burning_micturition', 6), ('foul_smell_of urine', 'Not Available'), ('bladder_discomfort', 4), ('continuous_feel_of_urine', 6)]","['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']","['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']",Limit caffeine and alcohol,"['drink plenty of water', 'increase vitamin c intake', 'take probiotics', 'drink cranberry juice']"
Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"[('burning_micturition', 6), ('foul_smell_of urine', 'Not Available'), ('bladder_discomfort', 4), ('continuous_feel_of_urine', 6)]","['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']","['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']",Consume probiotics,"['drink plenty of water', 'increase vitamin c intake', 'take probiotics', 'drink cranberry juice']"
Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"[('burning_micturition', 6), ('foul_smell_of urine', 'Not Available'), ('bladder_discomfort', 4), ('continuous_feel_of_urine', 6)]","['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']","['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']",Avoid spicy and acidic foods,"['drink plenty of water', 'increase vitamin c intake', 'take probiotics', 'drink cranberry juice']"
Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"[('burning_micturition', 6), ('foul_smell_of urine', 'Not Available'), ('bladder_discomfort', 4), ('continuous_feel_of_urine', 6)]","['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']","['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']",Consult a healthcare professional,"['drink plenty of water', 'increase vitamin c intake', 'take probiotics', 'drink cranberry juice']"
Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"[('burning_micturition', 6), ('foul_smell_of urine', 'Not Available'), ('bladder_discomfort', 4), ('continuous_feel_of_urine', 6)]","['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']","['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']",Follow medical recommendations,"['drink plenty of water', 'increase vitamin c intake', 'take probiotics', 'drink cranberry juice']"
Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"[('burning_micturition', 6), ('foul_smell_of urine', 'Not Available'), ('bladder_discomfort', 4), ('continuous_feel_of_urine', 6)]","['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']","['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']",Maintain good hygiene,"['drink plenty of water', 'increase vitamin c intake', 'take probiotics', 'drink cranberry juice']"
Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"[('burning_micturition', 6), ('foul_smell_of urine', 'Not Available'), ('bladder_discomfort', 4), ('continuous_feel_of_urine', 6)]","['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']","['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']",Limit sugary foods and beverages,"['drink plenty of water', 'increase vitamin c intake', 'take probiotics', 'drink cranberry juice']"
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","[('joint_pain', 3), ('silver_like_dusting', 2), ('skin_peeling', 3), ('small_dents_in_nails', 2), ('skin_rash', 3)]","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']",Consume anti-inflammatory foods,"['stop bleeding using pressure', 'wash hands with warm soapy water', 'salt baths', 'consult doctor']"
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","[('joint_pain', 3), ('silver_like_dusting', 2), ('skin_peeling', 3), ('small_dents_in_nails', 2), ('skin_rash', 3)]","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']",Include omega-3 fatty acids,"['stop bleeding using pressure', 'wash hands with warm soapy water', 'salt baths', 'consult doctor']"
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","[('joint_pain', 3), ('silver_like_dusting', 2), ('skin_peeling', 3), ('small_dents_in_nails', 2), ('skin_rash', 3)]","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']",Include vitamin D analogues,"['stop bleeding using pressure', 'wash hands with warm soapy water', 'salt baths', 'consult doctor']"
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","[('joint_pain', 3), ('silver_like_dusting', 2), ('skin_peeling', 3), ('small_dents_in_nails', 2), ('skin_rash', 3)]","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']",Limit alcohol consumption,"['stop bleeding using pressure', 'wash hands with warm soapy water', 'salt baths', 'consult doctor']"
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","[('joint_pain', 3), ('silver_like_dusting', 2), ('skin_peeling', 3), ('small_dents_in_nails', 2), ('skin_rash', 3)]","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']",Stay hydrated,"['stop bleeding using pressure', 'wash hands with warm soapy water', 'salt baths', 'consult doctor']"
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","[('joint_pain', 3), ('silver_like_dusting', 2), ('skin_peeling', 3), ('small_dents_in_nails', 2), ('skin_rash', 3)]","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']",Consult a healthcare professional,"['stop bleeding using pressure', 'wash hands with warm soapy water', 'salt baths', 'consult doctor']"
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","[('joint_pain', 3), ('silver_like_dusting', 2), ('skin_peeling', 3), ('small_dents_in_nails', 2), ('skin_rash', 3)]","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']",Limit processed foods,"['stop bleeding using pressure', 'wash hands with warm soapy water', 'salt baths', 'consult doctor']"
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","[('joint_pain', 3), ('silver_like_dusting', 2), ('skin_peeling', 3), ('small_dents_in_nails', 2), ('skin_rash', 3)]","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']",Follow medical recommendations,"['stop bleeding using pressure', 'wash hands with warm soapy water', 'salt baths', 'consult doctor']"
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","[('joint_pain', 3), ('silver_like_dusting', 2), ('skin_peeling', 3), ('small_dents_in_nails', 2), ('skin_rash', 3)]","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']",Manage stress,"['stop bleeding using pressure', 'wash hands with warm soapy water', 'salt baths', 'consult doctor']"
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","[('joint_pain', 3), ('silver_like_dusting', 2), ('skin_peeling', 3), ('small_dents_in_nails', 2), ('skin_rash', 3)]","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']",Consider phototherapy under medical guidance,"['stop bleeding using pressure', 'wash hands with warm soapy water', 'salt baths', 'consult doctor']"
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"[('blister', 4), ('high_fever', 7), ('red_sore_around_nose', 2), ('skin_rash', 3), ('yellow_crust_ooze', 3)]","['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']","['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']",Maintain good hygiene,"['remove scabs with wet compressed cloth', 'soak affected area in warm water', 'use antibiotics', 'consult doctor']"
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"[('blister', 4), ('high_fever', 7), ('red_sore_around_nose', 2), ('skin_rash', 3), ('yellow_crust_ooze', 3)]","['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']","['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']",Stay hydrated,"['remove scabs with wet compressed cloth', 'soak affected area in warm water', 'use antibiotics', 'consult doctor']"
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"[('blister', 4), ('high_fever', 7), ('red_sore_around_nose', 2), ('skin_rash', 3), ('yellow_crust_ooze', 3)]","['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']","['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']",Consume nutrient-rich foods,"['remove scabs with wet compressed cloth', 'soak affected area in warm water', 'use antibiotics', 'consult doctor']"
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"[('blister', 4), ('high_fever', 7), ('red_sore_around_nose', 2), ('skin_rash', 3), ('yellow_crust_ooze', 3)]","['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']","['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']",Limit sugary foods and beverages,"['remove scabs with wet compressed cloth', 'soak affected area in warm water', 'use antibiotics', 'consult doctor']"
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"[('blister', 4), ('high_fever', 7), ('red_sore_around_nose', 2), ('skin_rash', 3), ('yellow_crust_ooze', 3)]","['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']","['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']",Include foods rich in vitamin C,"['remove scabs with wet compressed cloth', 'soak affected area in warm water', 'use antibiotics', 'consult doctor']"
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"[('blister', 4), ('high_fever', 7), ('red_sore_around_nose', 2), ('skin_rash', 3), ('yellow_crust_ooze', 3)]","['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']","['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']",Consult a healthcare professional,"['remove scabs with wet compressed cloth', 'soak affected area in warm water', 'use antibiotics', 'consult doctor']"
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"[('blister', 4), ('high_fever', 7), ('red_sore_around_nose', 2), ('skin_rash', 3), ('yellow_crust_ooze', 3)]","['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']","['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']",Follow medical recommendations,"['remove scabs with wet compressed cloth', 'soak affected area in warm water', 'use antibiotics', 'consult doctor']"
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"[('blister', 4), ('high_fever', 7), ('red_sore_around_nose', 2), ('skin_rash', 3), ('yellow_crust_ooze', 3)]","['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']","['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']",Avoid scratching,"['remove scabs with wet compressed cloth', 'soak affected area in warm water', 'use antibiotics', 'consult doctor']"
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"[('blister', 4), ('high_fever', 7), ('red_sore_around_nose', 2), ('skin_rash', 3), ('yellow_crust_ooze', 3)]","['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']","['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']",Take prescribed antibiotics,"['remove scabs with wet compressed cloth', 'soak affected area in warm water', 'use antibiotics', 'consult doctor']"
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"[('blister', 4), ('high_fever', 7), ('red_sore_around_nose', 2), ('skin_rash', 3), ('yellow_crust_ooze', 3)]","['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']","['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']",Practice wound care,"['remove scabs with wet compressed cloth', 'soak affected area in warm water', 'use antibiotics', 'consult doctor']"
